"age","workclass","education_level","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
30,"Private","9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",">50K"
40,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Private","HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
26,"Private","HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
41,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,50,"United-States",">50K"
44,"Private","HS-grad",9,"Divorced","Handlers-cleaners","Other-relative","White","Female",0,0,40,"United-States","<=50K"
43,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,99,"United-States","<=50K"
50,"State-gov","Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
59,"Private","Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
54,"Private","Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
36,"Private","HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private","Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
34,"Private","Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"United-States",">50K"
27,"Private","10th",6,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"Mexico","<=50K"
38,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,70,"United-States",">50K"
29,"Private","HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
46,"Private","HS-grad",9,"Married-civ-spouse","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
42,"Private","HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,35,"United-States",">50K"
39,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,50,"United-States",">50K"
29,"State-gov","Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
45,"Self-emp-not-inc","Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
39,"Private","5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Local-gov","HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private","HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States",">50K"
29,"Local-gov","Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
19,"Private","HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
28,"Private","HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States","<=50K"
25,"Private","Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","<=50K"
51,"Private","Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United-States",">50K"
47,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States","<=50K"
47,"Private","HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
46,"Federal-gov","HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
47,"Private","HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
34,"Private","Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
36,"Private","HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States","<=50K"
42,"Private","Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
34,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
17,"Private","12th",8,"Never-married","Sales","Own-child","White","Female",0,0,18,"United-States","<=50K"
28,"Private","HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2580,0,40,"United-States","<=50K"
